State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Region
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Linseed,14886,9710,Central India
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Masoor,212,57,Central India
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Moong(Green Gram),98,29,Central India
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Other  Rabi pulses,1039,232,Central India
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Peas & beans (Pulses),793,201,Central India
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Rapeseed & Mustard,3028,3457,Central India
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Urad,3940,1330,Central India
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Wheat,16951,20130,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Banana,16,760,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Coriander,333,89,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Dry chillies,242,104,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Dry ginger,144,254,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Garlic,138,429,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Onion,216,5941,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Potato,382,5694,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Sesamum,1276,1642,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Sugarcane,970,36000,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Sunflower,1,2418.945769,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Sweet potato,104,618,Central India
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Turmeric,66,44,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Arhar/Tur,4396,5061,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Castor seed,17,5,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Groundnut,698,1045,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Horse-gram,874,435,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Jowar,98,206,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Maize,4233,9945,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Mesta,81,43,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Moong(Green Gram),84,32,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Niger seed,98,16,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Other Kharif pulses,504,213,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Ragi,223,64,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Rice,260767,486464,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Sannhamp,41,89,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Small millets,10618,4652,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Soyabean,44,60,Central India
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Urad,1145,569,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Gram,7896,7489,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Horse-gram,71,26,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Khesari,10709,8474,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Linseed,14463,6918,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Masoor,214,106,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Moong(Green Gram),111,35,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Other  Rabi pulses,1009,426,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Peas & beans (Pulses),691,312,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Rapeseed & Mustard,3183,3338,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Urad,4156,2065,Central India
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Wheat,18316,23716,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Banana,11,141,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Coriander,340,67,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Dry chillies,250,184,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Dry ginger,181,319,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Garlic,142,442,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Onion,211,5762,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Potato,373,4647,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Sesamum,1309,1484,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Sugarcane,684,34180,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Sunflower,2,1,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Sweet potato,95,565,Central India
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Turmeric,93,66,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Arhar/Tur,4343,4288,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Castor seed,17,6,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Groundnut,630,670,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Horse-gram,955,475,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Jowar,81,114,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Maize,4292,7377,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Mesta,75,229,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Moong(Green Gram),75,29,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Niger seed,102,22,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Other Kharif pulses,493,227,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Ragi,220,67,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Rice,258647,434079,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Sannhamp,41,95,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Small millets,9758,5014,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Soyabean,45,32,Central India
Madhya Pradesh,BALAGHAT,2013,Kharif     ,Urad,1165,579,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Gram,7492,6327,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Horse-gram,71,26,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Khesari,10706,5270,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Linseed,14195,5525,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Masoor,207,103,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Moong(Green Gram),149,48,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Other  Rabi pulses,922,388,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Peas & beans (Pulses),676,318,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Rapeseed & Mustard,3061,2812,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Urad,3811,1894,Central India
Madhya Pradesh,BALAGHAT,2013,Rabi       ,Wheat,17520,22851,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Banana,16,1742,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Coriander,333,76,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Dry chillies,238,107,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Dry ginger,182,344,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Garlic,148,552,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Onion,196,4924,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Potato,371,3889,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Sesamum,1311,1189,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Sugarcane,912,48610,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Sunflower,2,1,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Sweet potato,99,707,Central India
Madhya Pradesh,BALAGHAT,2013,Whole Year ,Turmeric,90,65,Central India
Madhya Pradesh,BARWANI,1998,Kharif     ,Arhar/Tur,5400,3000,Central India
Madhya Pradesh,BARWANI,1998,Kharif     ,Bajra,10800,4200,Central India
Madhya Pradesh,BARWANI,1998,Kharif     ,Cotton(lint),45200,6100,Central India
Madhya Pradesh,BARWANI,1998,Kharif     ,Groundnut,23800,18200,Central India
Madhya Pradesh,BARWANI,1998,Kharif     ,Jowar,50500,46200,Central India
Madhya Pradesh,BARWANI,1998,Kharif     ,Maize,30200,39800,Central India
Madhya Pradesh,BARWANI,1998,Kharif     ,Rice,3200,1400,Central India
Madhya Pradesh,BARWANI,1998,Kharif     ,Sesamum,400,100,Central India
Madhya Pradesh,BARWANI,1998,Kharif     ,Soyabean,25300,14200,Central India
Madhya Pradesh,BARWANI,1998,Rabi       ,Gram,5700,3800,Central India
Madhya Pradesh,BARWANI,1998,Rabi       ,Jowar,3500,3300,Central India
Madhya Pradesh,BARWANI,1998,Rabi       ,Wheat,30100,63600,Central India
Madhya Pradesh,BARWANI,1998,Whole Year ,Sugarcane,3440,73070,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Arhar/Tur,5300,2461,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Bajra,10237,2260,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Castor seed,107,41,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Cotton(lint),45214,29365,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Dry ginger,352,269,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Groundnut,20332,11361,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Jowar,49157,17647,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Maize,31454,28249,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Other Kharif pulses,26632,6140,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Rice,2994,1529,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Sesamum,303,44,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Soyabean,29867,9930,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Sunflower,26,6,Central India
Madhya Pradesh,BARWANI,1999,Kharif     ,Urad,10425,2792,Central India
Madhya Pradesh,BARWANI,1999,Rabi       ,Gram,5150,3414,Central India
Madhya Pradesh,BARWANI,1999,Rabi       ,Jowar,3257,2733,Central India
Madhya Pradesh,BARWANI,1999,Rabi       ,Linseed,36,8,Central India
Madhya Pradesh,BARWANI,1999,Rabi       ,Other  Rabi pulses,370,80,Central India
Madhya Pradesh,BARWANI,1999,Rabi       ,Rapeseed & Mustard,10,2,Central India
Madhya Pradesh,BARWANI,1999,Rabi       ,Wheat,23589,43875,Central India
Madhya Pradesh,BARWANI,1999,Whole Year ,Coriander,61,16,Central India
Madhya Pradesh,BARWANI,1999,Whole Year ,Dry chillies,4609,2307,Central India
Madhya Pradesh,BARWANI,1999,Whole Year ,Garlic,100,220,Central India
Madhya Pradesh,BARWANI,1999,Whole Year ,Onion,609,3587,Central India
Madhya Pradesh,BARWANI,1999,Whole Year ,Potato,42,340,Central India
Madhya Pradesh,BARWANI,1999,Whole Year ,Sannhamp,294,400,Central India
Madhya Pradesh,BARWANI,1999,Whole Year ,Sugarcane,2255,84640,Central India
Madhya Pradesh,BARWANI,1999,Whole Year ,Sweet potato,79,367,Central India
Madhya Pradesh,BARWANI,1999,Whole Year ,Turmeric,80,119,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Arhar/Tur,5568,1772,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Bajra,10070,3014,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Castor seed,482,105,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Cotton(lint),45459,20980,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Dry ginger,351,211,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Groundnut,18020,11281,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Jowar,49600,33774,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Maize,32442,38219,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Other Kharif pulses,26226,5022,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Rice,2739,874,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Sesamum,384,67,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Small millets,1594,196,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Soyabean,28504,10686,Central India
Madhya Pradesh,BARWANI,2000,Kharif     ,Sunflower,137,46,Central India
Madhya Pradesh,BARWANI,2000,Rabi       ,Gram,1970,978,Central India
Madhya Pradesh,BARWANI,2000,Rabi       ,Jowar,1140,632,Central India
Madhya Pradesh,BARWANI,2000,Rabi       ,Linseed,16,3,Central India
Madhya Pradesh,BARWANI,2000,Rabi       ,Other  Rabi pulses,237,43,Central India
Madhya Pradesh,BARWANI,2000,Rabi       ,Rapeseed & Mustard,2,0.1,Central India
Madhya Pradesh,BARWANI,2000,Rabi       ,Wheat,13293,23601,Central India
Madhya Pradesh,BARWANI,2000,Whole Year ,Coriander,46,10,Central India
Madhya Pradesh,BARWANI,2000,Whole Year ,Dry chillies,4717,1182,Central India
Madhya Pradesh,BARWANI,2000,Whole Year ,Garlic,85,209,Central India
Madhya Pradesh,BARWANI,2000,Whole Year ,Onion,544,4332,Central India
Madhya Pradesh,BARWANI,2000,Whole Year ,Sannhamp,304,327,Central India
Madhya Pradesh,BARWANI,2000,Whole Year ,Sugarcane,3425,33670,Central India
Madhya Pradesh,BARWANI,2000,Whole Year ,Turmeric,50,37,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Arhar/Tur,5012,2176,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Bajra,9830,3391,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Castor seed,125,36,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Cotton(lint),49214,25517,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Dry ginger,401,301,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Groundnut,17410,13584,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Jowar,50094,46127,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Maize,33240,66096,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Other Kharif pulses,25072,7457,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Rice,2596,1092,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Sesamum,282,61,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Small millets,1169,192,Central India
Madhya Pradesh,BARWANI,2001,Kharif     ,Soyabean,27842,13406,Central India
Madhya Pradesh,BARWANI,2001,Rabi       ,Gram,2554,1449,Central India
Madhya Pradesh,BARWANI,2001,Rabi       ,Jowar,2033,1961,Central India
Madhya Pradesh,BARWANI,2001,Rabi       ,Linseed,1,0.01,Central India
Madhya Pradesh,BARWANI,2001,Rabi       ,Other  Rabi pulses,276,62,Central India
Madhya Pradesh,BARWANI,2001,Rabi       ,Rapeseed & Mustard,3,1,Central India
Madhya Pradesh,BARWANI,2001,Rabi       ,Wheat,16907,32620,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Banana,660,12673,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Coriander,88,23,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Dry chillies,4821,2782,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Garlic,90,218,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Onion,627,5275,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Potato,14,130,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Sannhamp,291,389,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Sugarcane,2322,72850,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Sweet potato,83,347,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Tobacco,67,40,Central India
Madhya Pradesh,BARWANI,2001,Whole Year ,Turmeric,27,30,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Arhar/Tur,4910,1800,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Bajra,9914,2456,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Castor seed,119,36,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Cotton(lint),50785,25646,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Dry ginger,411,301,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Groundnut,17254,12486,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Jowar,48822,38893,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Maize,34241,59876,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Other Kharif pulses,31290,6257,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Rice,2494,1239,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Sesamum,317,73,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Small millets,975,199,Central India
Madhya Pradesh,BARWANI,2002,Kharif     ,Soyabean,20852,11868,Central India
Madhya Pradesh,BARWANI,2002,Rabi       ,Gram,2858,1674,Central India
Madhya Pradesh,BARWANI,2002,Rabi       ,Jowar,1735,1605,Central India
Madhya Pradesh,BARWANI,2002,Rabi       ,Linseed,1,0.01,Central India
Madhya Pradesh,BARWANI,2002,Rabi       ,Other  Rabi pulses,506,103,Central India
Madhya Pradesh,BARWANI,2002,Rabi       ,Rapeseed & Mustard,1,0.01,Central India
Madhya Pradesh,BARWANI,2002,Rabi       ,Wheat,22163,43815,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Banana,656,13469,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Bhindi,230,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Brinjal,120,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Cabbage,86,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Cauliflower,73,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Citrus Fruit,167,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Coriander,121,35,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Dry chillies,5232,3303,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Garlic,138,386,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Mango,15,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Onion,931,8183,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Fresh Fruits,54,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Other Vegetables,325,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Papaya,86,1871,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Pome Granet,267,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Potato,6,60,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Sannhamp,253,356,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Sugarcane,412,14850,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Sweet potato,166,1026,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Tobacco,44,23,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Tomato,32,0,Central India
Madhya Pradesh,BARWANI,2002,Whole Year ,Turmeric,50785,25646,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Arhar/Tur,5081,2445,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Bajra,10062,4110,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Castor seed,117,47,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Cotton(lint),51220,47399,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Dry ginger,423,335,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Groundnut,17155,15505,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Horse-gram,7050,1766,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Jowar,47226,60442,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Maize,35841,60232,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Other Kharif pulses,23361,7814,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,other misc. pulses,1242,0.01,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Rice,2504,1497,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Sesamum,345,115,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Small millets,1437,318,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Soyabean,25521,19192,Central India
Madhya Pradesh,BARWANI,2003,Kharif     ,Urad,9387,3545,Central India
Madhya Pradesh,BARWANI,2003,Rabi       ,Gram,3276,1890,Central India
Madhya Pradesh,BARWANI,2003,Rabi       ,Jowar,1665,2146,Central India
Madhya Pradesh,BARWANI,2003,Rabi       ,Linseed,4,2,Central India
Madhya Pradesh,BARWANI,2003,Rabi       ,Other  Rabi pulses,635,175,Central India
Madhya Pradesh,BARWANI,2003,Rabi       ,Rapeseed & Mustard,4,1,Central India
Madhya Pradesh,BARWANI,2003,Rabi       ,Safflower,1,0,Central India
Madhya Pradesh,BARWANI,2003,Rabi       ,Wheat,26186,61217,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Banana,585,11721,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Bhindi,269,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Brinjal,223,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Cabbage,128,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Cauliflower,126,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Citrus Fruit,115,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Coriander,145,42,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Dry chillies,5672,4633,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Garlic,172,437,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Mango,7,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Onion,1021,7450,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Orange,9,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Citrus Fruit,13,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Fresh Fruits,85,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Other Vegetables,280,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Papaya,74,3674,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Pome Granet,252,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Potato,7,68,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Sannhamp,321,644,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Sugarcane,2155,74850,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Sweet potato,165,900,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Tomato,36,0,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Turmeric,49,56,Central India
Madhya Pradesh,BARWANI,2003,Whole Year ,Water Melon,2,0,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Arhar/Tur,4744,1925,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Bajra,10229,3638,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Castor seed,88,34,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Cotton(lint),51210,41621,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Dry ginger,389,314,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Groundnut,17690,10144,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Horse-gram,7703,1410,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Jowar,46835,41190,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Maize,35503,32390,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Rice,2297,1034,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Sesamum,355,114,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Small millets,1467,263,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Soyabean,26877,14187,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Sunflower,3,1,Central India
Madhya Pradesh,BARWANI,2004,Kharif     ,Urad,9004,2164,Central India
Madhya Pradesh,BARWANI,2004,Rabi       ,Gram,3318,1763,Central India
Madhya Pradesh,BARWANI,2004,Rabi       ,Jowar,2072,2037,Central India
Madhya Pradesh,BARWANI,2004,Rabi       ,Linseed,1,583.1485911,Central India
Madhya Pradesh,BARWANI,2004,Rabi       ,Rapeseed & Mustard,6,3,Central India
Madhya Pradesh,BARWANI,2004,Rabi       ,Wheat,27108,49974,Central India
Madhya Pradesh,BARWANI,2004,Whole Year ,Coriander,138,31,Central India
Madhya Pradesh,BARWANI,2004,Whole Year ,Garlic,137,355,Central India
Madhya Pradesh,BARWANI,2004,Whole Year ,Onion,943,8013,Central India
Madhya Pradesh,BARWANI,2004,Whole Year ,Potato,7,84,Central India
Madhya Pradesh,BARWANI,2004,Whole Year ,Sugarcane,158,4690,Central India
Madhya Pradesh,BARWANI,2004,Whole Year ,Sweet potato,89,486,Central India
Madhya Pradesh,BARWANI,2004,Whole Year ,Turmeric,63,70,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Arhar/Tur,4294,1348,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Bajra,9922,3405,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Castor seed,214,31,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Cotton(lint),50553,31132,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Groundnut,15750,9148,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Horse-gram,6680,805,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Jowar,47829,42085,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Maize,33857,32824,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Moong(Green Gram),6372,1238,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Rice,2230,757,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Sesamum,316,100,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Small millets,938,1279,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Soyabean,30990,11036,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Sunflower,7,1,Central India
Madhya Pradesh,BARWANI,2005,Kharif     ,Urad,8464,1370,Central India
Madhya Pradesh,BARWANI,2005,Rabi       ,Gram,2412,1205,Central India
Madhya Pradesh,BARWANI,2005,Rabi       ,Jowar,1228,1012,Central India
Madhya Pradesh,BARWANI,2005,Rabi       ,Peas & beans (Pulses),4,1,Central India
Madhya Pradesh,BARWANI,2005,Rabi       ,Wheat,18130,21423,Central India
Madhya Pradesh,BARWANI,2005,Whole Year ,Onion,861,5682,Central India
Madhya Pradesh,BARWANI,2005,Whole Year ,Potato,8,66,Central India
Madhya Pradesh,BARWANI,2005,Whole Year ,Sugarcane,2046,53840,Central India
